GEO_DISTRICT,GEO_REGION,MMDA,Region,Latitude,Longitude,Employed_Pop,Unemployed_Pop,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiterate_Pop,Uninsured_Pop,Male_0_14,Female_0_14,Male_15_64,Female_15_64,Male_65plus,Female_65plus,Total_Pop,Uninsurance_Rate_pct,Illiteracy_Rate_pct,Youth_Dep_Ratio,Employment_Rate_pct,Has_Geometry,NHIS_Coverage_Women_2019_pct,No_Insurance_Women_2022_pct,ANC_Skilled_pct,Home_Delivery_pct,Facility_Delivery_pct,Female_Literate_pct,Female_No_Edu_pct,Female_SecPlus_pct,High_Uninsurance,Catastrophic_Proxy,Ecological_Zone,Uninsurance_Quartile,Uninsurance_z,Spatial_Lag_Uninsurance,LISA_Ii,LISA_p,LISA_cluster,BV_Poverty_Ii,BV_Poverty_p,BV_Poverty_cluster,BV_Illiteracy_Ii,BV_Illiteracy_p,BV_Illiteracy_cluster,Gistar_z,Gistar_cluster,GWR_local_R2,GWR_beta_intercept,GWR_beta_Poverty_Incidence,GWR_beta_Illiteracy_Rate,GWR_beta_NHIS_Coverage_Women_2019
ASOKWA  MUNICIPAL,ASHANTI,Asokwa Municipal,Ashanti,6.6739843,-1.6026178,48298,38057,6.3,41.4,13484,17901,19479,19808,39593,41790,1928,3044,125642,14.247624202098024,10.732080036930329,48.27420960151383,38.44096719249933,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q1 (lowest),-1.2371375840649834,-0.48999720176851624,0.6061939543945044,0.14714714714714713,NS,1.4648743212634618,0.003003003003003003,LL,1.4846227241609637,0.003003003003003003,LL,-1.5200052560521011,NS,0.6406071679213332,0.19793822206609296,1.1214435928886792,-0.3793455076170239,0.07323012554944736
OLD TAFO MUNICIPAL,ASHANTI,Old Tafo Municipal,Ashanti,6.74083555,-1.60465968075918,42408,35138,9.2,42.9,13412,28189,18483,18339,34972,38512,1631,2431,114368,24.64762870733072,11.7270565193061,50.10886723640521,37.08030218242865,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.4672718357521479,-0.5760287143730596,0.26916199481104924,0.3733733733733734,NS,0.593591280097998,0.005005005005005005,LL,0.49702748048752426,0.025025025025025027,LL,-1.3799616071183325,NS,0.6381118559587912,0.12036337750729942,1.1452749679316216,-0.4448801605605303,0.156392363218812
SUAME MUNICIPAL,ASHANTI,Suame Municipal,Ashanti,6.738487,-1.62476687694823,52028,40036,8.7,42.7,14098,32285,21799,22427,41237,46222,1842,2763,136290,23.688458434221147,10.34411915767848,50.567694576887455,38.17448088634529,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.5382749146157573,-0.5806968222810143,0.3125745324309545,0.30430430430430433,NS,0.6597752543875859,0.0,LL,0.6104721022517426,0.008008008008008008,LL,-1.5382675409897983,NS,0.6291381069304581,0.12042132910909792,1.1306242670679663,-0.4310724614744605,0.15211436370666193
JUABEN MUNICIPAL,ASHANTI,Juaben Municipal,Ashanti,6.0721368,-0.260652306105858,21253,18934,20.9,43.1,14046,19449,12078,11664,17669,19128,1456,1934,63929,30.422812807958827,21.971249354752928,64.52156425795582,33.24469333166481,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q3,-0.03976082582542996,-0.570094771729519,0.022667438922725654,0.8538538538538538,NS,0.03371736363820883,0.05305305305305305,NS,0.03519749927810285,0.04504504504504504,LL,-1.1914902714433986,NS,0.64255552693869,0.30351093568393067,0.6072189811990675,0.31965178137739014,-0.7759617716619898
ABLEKUMA CENTRAL MUNICIPAL,GREATER ACCRA,Ablekuma Central Municipal,Greater Accra,5.5541808,-0.24078224491606,71986,49569,9.4,45.2,20160,61784,23738,23852,55723,58491,3133,4208,169145,36.52723994206155,11.918767921014512,41.66739629117271,42.558751367170174,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.4121225710762349,0.4551895788821001,0.18759389957599973,0.5255255255255256,NS,-0.5472815063364334,0.005005005005005005,HL,-0.5244858441652483,0.005005005005005005,HL,1.00637617296405,NS,0.555326367889192,0.37305696151487505,0.5075307989387837,0.3168412014950673,-0.694893428177153
KORLE KLOTTEY MUNICIPAL,GREATER ACCRA,Korle Klottey Municipal,Greater Accra,5.55901944999999,-0.19823054970895,29874,23696,10.6,43.4,6313,23554,7480,7583,24034,25651,1594,2291,68633,34.318767939620884,9.198199117042822,30.316997081614165,43.52716623198753,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.24863928124386317,0.557967524271336,0.13873264419224277,0.5355355355355356,NS,-0.3087681417000901,0.003003003003003003,HL,-0.2950303227349192,0.002002002002002002,HL,1.3753522531519287,NS,0.5541491721359688,0.3650486186588251,0.525861339387756,0.2893117722492168,-0.6920610036265695
ABLEKUMA NORTH MUNICIPAL,GREATER ACCRA,Ablekuma North Municipal,Greater Accra,5.58719365,-0.263259064824942,69225,45302,8.3,42.9,11382,58368,22388,22293,51922,56500,2472,3633,159208,36.66147429777399,7.149138234259585,41.21027097821475,43.48085523340536,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.42205933914761945,0.540730003629937,0.22822014798934107,0.33933933933933935,NS,-0.5370977613213516,0.0,HL,-0.5356198327342574,0.0,HL,1.7925640813822925,NS,0.5662499408524122,0.3731986862167257,0.5093152563018097,0.3290357743849532,-0.7039024902092496
AYAWASO NORTH MUNICIPAL,GREATER ACCRA,Ayawaso North Municipal,Greater Accra,5.5908829,-0.199044848506062,22947,23128,13.9,43.8,9042,21546,8488,8823,20220,22837,1335,1683,63386,33.99173319029439,14.264979648502823,40.20484474069257,36.20200044173792,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.22443036365273483,0.49637123656331095,0.11140077712866155,0.6256256256256256,NS,-0.27241920879109355,0.005005005005005005,HL,-0.2940913854812932,0.004004004004004004,HL,1.115658224054528,NS,0.5632987972759267,0.3620602417283381,0.5334890089341556,0.28971918034788685,-0.6984278823630425
AYAWASO EAST MUNICIPAL,GREATER ACCRA,Ayawaso East Municipal,Greater Accra,5.5828425,-0.194266228463183,18510,19828,15.4,44.0,10085,20605,7206,7460,16935,18521,1297,1585,53004,38.87442457173044,19.02686589691344,41.3639440433213,34.921892687344354,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.5858741353605806,0.4365869253442971,0.25578498739582445,0.41541541541541543,NS,-0.7233460756754078,0.003003003003003003,HL,-0.8091390821297898,0.0,HL,1.1414328154584465,NS,0.5606952720063529,0.36178261515785276,0.5329408834776561,0.28679859832932647,-0.6963009840577105
OKAIKWEI NORTH MUNICIPAL,GREATER ACCRA,Okaikoi North Municipal,Greater Accra,5.6104365,-0.2395459,63259,54414,11.1,42.4,12770,54359,21231,21542,54554,56884,2636,3599,160446,33.87993468207372,7.959064108796729,38.382777867513774,39.426972314672845,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.21615442087326187,0.4110254574682207,0.08884496972321078,0.6486486486486487,NS,-0.275659764463064,0.002002002002002002,HL,-0.2967769135647992,0.002002002002002002,HL,1.025767888323734,NS,0.5715062358133114,0.3680664622978261,0.5264386355329917,0.3134514530113669,-0.7068329330861354
GA NORTH MUNICIPAL,GREATER ACCRA,Ga North Municipal,Greater Accra,5.669162,-0.333376,87022,76640,10.5,42.3,18918,86352,35527,36103,77522,79032,3432,3676,235292,36.699930299372696,8.040222362001257,45.75418066609605,36.98468286214576,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.42490606468826797,0.23130379493162984,0.09828238525186098,0.6486486486486487,NS,-0.4664760009328934,0.018018018018018018,HL,-0.5105894790228598,0.007007007007007007,HL,0.6519375629524629,NS,0.5916939286508578,0.3710398860355997,0.5134373878694026,0.3604924219641967,-0.7273231530193751
WEIJA GBAWE MUNICIPAL,GREATER ACCRA,Weija Gbawe Municipal,Greater Accra,5.55414475,-0.296466750643799,85093,61436,8.7,42.9,16714,84797,33744,33401,68119,71627,3047,3736,213674,39.68522141205762,7.822196430075722,48.04788688048316,39.82375019890113,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.6458937936111234,1.0360002411438702,0.669146125934453,0.08608608608608609,NS,-0.7155327181674328,0.007007007007007007,HL,-0.7329869355912522,0.005005005005005005,HL,2.8308442945500305,Hot_99,0.5576840720483726,0.3780059196297699,0.4774558451650438,0.3545476359002357,-0.6980338325678476
KROWOR MUNICIPAL,GREATER ACCRA,Krowor Municipal,Greater Accra,5.60941925,-0.0769277820845922,54725,50079,12.4,42.4,10206,61701,18895,19313,49619,50062,2221,2902,143012,43.14393197773613,7.136464072944928,38.3302735726969,38.26601963471597,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q4 (highest),0.901926644029972,0.5318698169811049,0.47970755909060336,0.27927927927927926,NS,-1.228457411382301,0.01701701701701702,HL,-1.34591110400556,0.004004004004004004,HL,1.25606371201745,NS,0.5578232314106288,0.32104072712572623,0.5571402523224176,0.21620626608404167,-0.681979851903502
TEMA METROPOLITAN,GREATER ACCRA,Tema Metropolitan Area (TMA)-Tema Central & Tema East,Greater Accra,5.6698,-0.01657,69392,55541,11.6,43.8,19800,78852,24565,24996,59728,60769,1794,2642,174494,45.188946324802,11.34709502905544,41.13048457637949,39.76755647758662,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q4 (highest),1.0533098958182001,0.4752891637589378,0.5006267795624463,0.26326326326326327,NS,-1.4764163534512549,0.012012012012012012,HL,-1.454917249719881,0.011011011011011011,HL,1.2468307320029308,NS,0.5668590986388673,0.2879970102589051,0.5650462010884915,0.18256364830274832,-0.6767129148699095
EAST GONJA MUNICIPAL,SAVANNAH,East Gonja Municipal,Savannah,8.347473,-0.7895018232454,31564,37727,38.8,43.1,60387,34704,24863,23601,33657,32157,1679,1798,117755,29.471360027175063,51.28189885779797,73.63782781778953,26.80480658995372,True,49.66898148148148,9.783796296296297,98.12086614173228,12.606692913385826,86.50314960629919,60.54606299212598,15.77047244094488,69.8547244094488,0,0,Northern Belt,Q2,-0.11019261330147123,0.6119069927824017,-0.06742763063213733,0.7227227227227228,NS,-0.13268943941320277,0.009009009009009009,LH,-0.1548147626133942,0.002002002002002002,LH,1.2158572222907182,NS,0.7694097117998495,0.16153484370952975,1.3031874944430286,-0.7402701977789625,0.3519120972172776
ABLEKUMA WEST MUNICIPAL,GREATER ACCRA,Ablekuma West Municipal,Greater Accra,5.5431939,-0.26615017413473,61592,46044,8.9,43.0,12511,60497,22920,22934,48489,53014,2470,3663,153490,39.41429409082025,8.151019610398071,45.17501945755298,40.12769561534954,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.6258382575968978,0.5010742853437494,0.31359145766614294,0.38238238238238237,NS,-0.8473736822884975,0.008008008008008008,HL,-0.7710558526438972,0.012012012012012012,HL,1.1854217630119763,NS,0.553197035641216,0.3768147571291441,0.4904477473694128,0.3347960883540895,-0.6940261967805916
AYAWASO CENTRAL MUNICIPAL,GREATER ACCRA,Ayawaso Central Municipal,Greater Accra,5.59137939999999,-0.212668442666915,39158,30825,12.2,42.8,8646,41548,12311,12537,32353,33339,1824,2467,94831,43.81267728907214,9.117271778215985,37.82500152225538,41.292404382533135,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q4 (highest),0.9514308638871228,0.3702507798511995,0.35226801932870766,0.34534534534534533,NS,-1.0989841042866275,0.02002002002002002,HL,-1.0737848251060356,0.018018018018018018,HL,1.0963162512512785,NS,0.5644116913074575,0.3649403434216753,0.5296307487362896,0.29790581180830644,-0.7000984853787144
ACCRA METROPOLIS,GREATER ACCRA,"Accra Metropolitan Area (AMA)-Ablekuma South, Ashiedu Keteke & Okaikoi South",Greater Accra,5.55381875,-0.205849787615075,121103,84691,11.1,43.9,46139,105374,35341,35862,94041,106780,1895,3078,276997,38.04156723719029,16.656859099557035,35.455953311655655,43.71996808629696,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.5242214375400199,0.4271648622661538,0.22392897816374777,0.46546546546546547,NS,-0.7127096832091386,0.003003003003003003,HL,-0.7093193750119365,0.003003003003003003,HL,1.00637617296405,NS,0.5531337055635044,0.36713753092057727,0.5217900541433865,0.2942333814959262,-0.6917859698899185
ANLOGA,VOLTA,Anloga,Volta,5.7936484,0.8984702,27359,36184,31.6,45.9,29252,41680,15986,15366,26025,29534,2698,5286,94895,43.92222983297329,30.8256494019706,56.43010133371731,28.830813003846355,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,1,0,Middle Belt,Q4 (highest),0.9595405479884705,0.2876952055088979,0.2760552151476635,0.4574574574574575,NS,0.0724156285494047,0.8928928928928929,NS,-0.08612307367255256,0.8938938938938938,NS,0.9166372416835258,NS,0.4284858306941983,0.5685430343379962,0.15126185522503732,0.7675208878122789,-0.44617021871203205
SEKONDI TAKORADI METROPOLIS,WESTERN,"Sekondi Takoradi Metropolitan Area (STMA)- Takoradi, Sekondi & Essikado-Ketan",Western,4.95328,-1.73308,85174,86453,10.1,42.6,23679,49217,36872,36883,77931,82625,4541,6530,245382,20.05729841634676,9.649852067388808,45.93724308029597,34.71077748164087,True,48.8,10.8,95.2,13.7,85.3,65.4,9.7,76.9,0,0,Southern Belt,Q1 (lowest),-0.8070734255200527,0.4562235442441124,-0.36820589865599507,0.3163163163163163,NS,0.30664569029101024,0.4594594594594595,NS,0.4786904690546867,0.26126126126126126,NS,0.45873945124393484,NS,0.680918588981052,0.5054483423174815,1.2256529845166144,-0.3900543478387319,-0.2748284348702055
KWAHU SOUTH,EASTERN,Kwahu South Municipal,Eastern,8.25846,0.508747,25687,26212,28.8,43.4,18927,22821,14332,13620,21905,24447,2130,3417,79851,28.579479280159298,23.70289664500132,60.30376251294442,32.16866413695508,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.17621454996136693,-0.19885852979508112,0.035041766333819294,0.8228228228228228,NS,0.018408610698001367,0.8258258258258259,NS,0.03726746536935693,0.6506506506506506,NS,-0.4825379580844082,NS,0.8463866867374903,-0.05479619041679007,1.959441814564738,-0.6883489008682788,-0.3454804807555755
ASENE AKROSO MANSO,EASTERN,Asene Manso Akroso,Eastern,5.85516295,-0.8089562448565,26201,23526,25.7,42.5,18687,23397,14244,13527,21551,23476,2013,2687,77498,30.1904565279104,24.11288033239568,61.67632753681125,33.80861441585589,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.05696112043344345,0.058537833784529675,-0.00333438060011349,0.972972972972973,NS,0.018836378029262964,0.3213213213213213,NS,0.028731563536014627,0.13713713713713713,NS,0.13928179227495363,NS,0.5925797567462858,0.23990901659554603,0.6603079875134936,0.19948742645095335,-0.6917921727558671
UPPER MANYA,EASTERN,Upper Manya Krobo,Eastern,6.40201115,-0.134429386146108,28918,16271,32.7,40.5,24935,26939,13252,12171,20360,20752,1981,2096,70612,38.15073925111879,35.31269472610888,61.838392683401445,40.953379029060216,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,1,0,Middle Belt,Q3,0.5323029527120178,0.0317028512591462,0.016875521334633433,0.8748748748748749,NS,0.046391921159243316,0.8178178178178178,NS,-0.07402716181294239,0.7047047047047047,NS,0.2703362801442804,NS,0.6562592352992523,0.2317089940849606,0.48093982009561237,0.43700767734257373,-0.7467842368029713
ACHIASE,EASTERN,Achiase,Eastern,5.8354534,-0.9966928,17382,18733,29.9,44.6,14484,17894,10513,9720,15422,17107,1477,2109,56348,31.7562291474409,25.70455029459785,62.19988318116143,30.847589976574145,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,1,0,Middle Belt,Q3,0.05894601295444037,0.3714137294020542,0.0218933585047905,0.8648648648648649,NS,-0.0047554004825887085,0.8648648648648649,NS,-0.022602448732568326,0.3963963963963964,NS,0.7898710925219236,NS,0.5739464509675899,0.22701051772616984,0.849202708848186,-0.004122668465369588,-0.561144606598407
OKERE,EASTERN,Okere,Eastern,6.04034605,-0.127770489495342,18071,16536,24.0,42.4,11127,18125,8691,8377,14452,16239,1439,2477,51675,35.074987905176584,21.53265602322206,55.61239451304942,34.97048863086599,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,1,0,Middle Belt,Q3,0.30461885792373117,-0.5865150159898871,-0.17866353432595833,0.5345345345345346,NS,-0.20803617676931047,0.15515515515515516,NS,-0.2575143590964656,0.07107107107107107,NS,-0.9200928722111515,NS,0.6304148527755807,0.272707188795889,0.5529129374801213,0.30213136842721006,-0.7399531144988579
YILO KROBO,EASTERN,Yilo Krobo Municipal,Eastern,6.1564095,-0.167401779755807,45081,36387,21.5,42.1,25873,36007,20749,20181,35736,38765,2993,3974,122398,29.417964345822647,21.138417294400234,54.938859881075416,36.831484174578016,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.11414525641430534,-0.5225521494175395,0.05964684908511144,0.7027027027027027,NS,0.06808798964427225,0.07607607607607608,NS,0.08009532618281309,0.04604604604604605,LL,-1.45415496087304,NS,0.6381432635596764,0.2649214755292185,0.552773205418847,0.33516059954071953,-0.7562370300515334
ATIWA WEST,EASTERN,Atiwa West,Eastern,6.20778059999999,-0.635808682575408,22581,16870,18.9,42.5,12526,18236,11218,10550,18405,17234,1665,2147,61219,29.78813766967772,20.46096800013068,61.0791548584416,36.885607409464384,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.08674298338339001,-0.47241980158337604,0.04097910299873119,0.7887887887887888,NS,0.038140566464186114,0.24124124124124124,NS,0.046279209631105885,0.15715715715715717,NS,-1.2163979856952114,NS,0.6313077487725234,0.2663933328914571,0.9852533080667911,0.017385678335813913,-0.7763910392377107
NEW JUABEN NORTH MUNICIPAL,EASTERN,New Juaben North Municipal,Eastern,6.1364245,-0.312846157003848,28972,34529,10.6,41.7,8759,9993,12629,12586,29655,29388,1878,2580,88716,11.264033545245503,9.87307813697642,42.70616330471013,32.65701789981514,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q1 (lowest),-1.4579994358594945,-0.6215766822254294,0.9062584520280924,0.06506506506506507,NS,1.160504828338291,0.06006006006006006,NS,1.2289575244512838,0.04704704704704705,LL,-1.8822710303532837,NS,0.6464924997191024,0.2980319975161322,0.644423049150502,0.3086721511321566,-0.7906486151648233
FANTEAKWA NORTH,EASTERN,Fanteakwa North,Eastern,6.49761694999999,-0.362546050326661,21329,15599,28.9,41.9,16278,17663,10479,9580,16908,16701,1470,1849,56987,30.994788285047463,28.56440942671136,59.68341813204796,37.42783441837612,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,1,0,Middle Belt,Q3,0.0025799566678734722,-0.013255060164298546,-3.4197480853946076e-05,1.0,NS,0.00010646535805232267,0.92992992992993,NS,-0.00026751746749244823,0.8078078078078078,NS,-0.026258207764795406,NS,0.6680519612930789,0.24429763118209769,0.6485341225469172,0.3517331498172323,-0.7658512611947277
BIRIM NORTH,EASTERN,Birim North,Eastern,6.3681437,-1.02271793293055,28892,24334,18.3,42.6,17609,14185,15155,14288,24286,24728,1902,2310,82669,17.158789872866492,21.30060845056793,60.070592075733465,34.949013535908264,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q1 (lowest),-1.0216370295737662,-0.6115943448281854,0.6248274297543811,0.13113113113113112,NS,0.5564256974555987,0.21521521521521522,NS,0.4841151626221052,0.2682682682682683,NS,-1.681806043156997,NS,0.6131524243113744,0.21728191980878242,1.4542943427671267,-0.582603306693217,-0.26579491906791397
ASUOGYAMAN,EASTERN,Asuogyaman,Eastern,6.36279085,0.0952598707485648,32892,35186,21.8,43.1,18900,21671,16728,16450,29528,32546,2467,3537,101256,21.40218851228569,18.66556055937426,53.449109127815184,32.48400094809196,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.7075172359445965,0.16942685833846655,-0.11987242250640856,0.6036036036036037,NS,-0.2699593621675195,0.35835835835835833,NS,0.04720789444681273,0.8588588588588588,NS,0.1181845632062478,NS,0.6542612960342228,0.19839447508306374,0.45920816730813013,0.4016939338728305,-0.7009512496902502
KWAHU EAST,EASTERN,Kwahu East,Eastern,6.73342465,-0.81009459846416,27342,25934,29.4,42.0,19159,25110,14034,12923,24195,23179,2341,3561,80233,31.29634938242369,23.8792018246856,56.90252036982311,34.0782471053058,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,1,0,Middle Belt,Q3,0.024903173910402285,0.023731405326819777,0.0005909873139920401,0.98998998998999,NS,-0.0016016725518653318,0.8928928928928929,NS,-0.00504390436175814,0.6556556556556556,NS,0.059182246909304605,NS,0.7293259222871626,0.17595187312575297,1.1976402164316415,-0.20859363412184903,0.04323083716873028
KWAHU WEST,EASTERN,Kwahu West Municipal,Eastern,6.49118254999999,-0.728456087972531,51012,42241,15.1,41.9,24009,24021,26637,25539,40551,44751,3344,4607,145429,16.517338357549043,16.509086908388284,61.166209467538856,35.076910382385904,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q1 (lowest),-1.069120811969995,-0.40400919435986504,0.4319346379173625,0.23123123123123124,NS,0.29293225857248084,0.5655655655655656,NS,0.4439571432707843,0.36736736736736736,NS,-1.2734994177905712,NS,0.6161228149459219,0.2372044896683376,1.1954108022576448,-0.20605453483071626,-0.547695067377851
LOWER MANYA,EASTERN,Lower Manya Krobo Municipal,Eastern,6.2127831,-0.0404975690174626,36376,48533,19.8,43.4,24179,24965,18640,18300,35520,42445,2707,4237,121849,20.4884734384361,19.843412748565846,47.38023472070801,29.853343072163085,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.7751554700165147,0.1117527557495712,-0.08662575990869964,0.6836836836836837,NS,-0.05850025726325526,0.8838838838838838,NS,0.13502599077018834,0.7367367367367368,NS,-0.1478971649364494,NS,0.6351908174026271,0.22651099644051784,0.5033965921901118,0.340056307311225,-0.726087781920609
NSAWAM ADOAGYIRI,EASTERN,Nsawam Adoagyiri Municipal,Eastern,5.81791215,-0.36426765,55497,48522,13.0,43.4,24185,45530,25823,25755,47801,49554,2793,3871,155597,29.26148961740908,15.543358805118352,52.979302552514,35.66714011195589,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.12572837965444889,0.7045664122644945,-0.08858399337296331,0.6916916916916916,NS,0.07240318393880533,0.17917917917917917,NS,0.09373908288350795,0.09109109109109109,NS,1.4004454401141515,NS,0.6252028929587676,0.35852588734106866,0.5769027383087698,0.3469541479866006,-0.7617329962270462
AKWAPEM SOUTH,EASTERN,Akwapim South Municipal,Eastern,8.25846,0.508747,25689,27716,19.4,43.5,11667,23583,11963,11554,23466,26024,1672,2243,76922,30.65832921660904,15.167312342372794,47.51869064457466,33.39616754634565,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,1,0,Middle Belt,Q3,-0.022326601052333018,0.29263863335611673,-0.006533626019441972,0.9409409409409409,NS,0.020986800918810503,0.012012012012012012,LL,0.02470710727502044,0.004004004004004004,LL,0.7262311456965878,NS,0.8463866867374903,-0.05479619041679007,1.959441814564738,-0.6883489008682788,-0.3454804807555755
DENKYEMBOUR,EASTERN,Denkyembuor,Eastern,6.05,-0.8,24095,27629,18.1,42.3,15302,9980,12977,12328,23028,24760,1861,2075,77029,12.956159368549509,19.865245556868192,52.95262408972964,31.280426852224487,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q1 (lowest),-1.3327389407758665,-0.4810389717987189,0.6410993697469366,0.08808808808808809,NS,0.6954757780304335,0.17917917917917917,NS,0.6834242858944739,0.22622622622622623,NS,-1.613419550342294,NS,0.6093935265857175,0.23377630496433385,0.9744934116938471,-0.05159964419740705,-0.6948830972366251
KWAEBIBIREM,EASTERN,Kwaebibirem Municipal,Eastern,6.23359759999999,-0.87590978580917,42264,37174,19.6,42.9,24805,24359,21732,20528,35226,37175,3152,3885,121698,20.01594110010025,20.38242206116781,58.36935953923288,34.72859044520041,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q1 (lowest),-0.8101349223880888,-0.7484236472381487,0.606324133368688,0.13813813813813813,NS,0.48942218032710666,0.17517517517517517,NS,0.39361154332057846,0.26926926926926925,NS,-1.8766522296630865,NS,0.595011262479227,0.22151332822775918,1.2861437421752624,-0.36464643906782834,-0.5626833995083842
KWAHU AFRAM PLAINS SOUTH,EASTERN,Kwahu Afram Plains South,Eastern,6.8854777,-0.460380290065423,28041,17113,39.1,41.6,30008,33075,15184,13664,22847,19800,1392,1115,74002,44.6947379800546,40.55025539850274,67.64367950852346,37.89221912921272,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,1,0,Middle Belt,Q4 (highest),1.0167258657862928,0.6521837579165696,0.6630920959194821,0.06806806806806807,NS,0.6956849625452526,0.04904904904904905,HH,0.40486933468244224,0.2922922922922923,NS,2.1109221344956395,Hot_95,0.7850243733701072,0.14096513283377463,0.842022145628979,0.22002935347071004,-0.16013209726073
KWAHU AFRAM PLAINS NORTH,EASTERN,Kwahu Afram Plains North,Eastern,6.8753584,0.0047456123339843,25007,16163,48.5,41.9,28103,32016,13563,11822,20752,17918,1252,1248,66555,48.10457516339869,42.225227255653216,65.6452029997414,37.573435504469984,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,1,0,Middle Belt,Q4 (highest),1.269140838631672,0.025179947495669597,0.03195689968135558,0.8268268268268268,NS,0.4614467546197285,0.34234234234234234,NS,0.03145053430192209,0.9359359359359359,NS,0.4979440478719596,NS,0.8092802995683055,0.14059493176571627,0.48026840915535146,0.5288080703657722,-0.6024948412126024
SUHUM MUNICIPAL,EASTERN,Suhum Municipal,Eastern,6.035885,-0.4552751,49088,34705,17.6,42.0,23909,36085,21768,20842,36414,40187,3044,4148,126403,28.54758194030205,18.91489917169688,55.62590566702784,38.83452133256331,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.17857576715180506,-0.6079104164642903,0.10855806897968395,0.6286286286286287,NS,0.12886084899652392,0.0960960960960961,NS,0.15719042229035354,0.05105105105105105,NS,-1.326663211085256,NS,0.6486196415380554,0.323069974413527,0.7117772448790598,0.273182615108021,-0.8024053642641212
AYENSUANO,EASTERN,Ayensuano,Eastern,5.94469995,-0.449937193103216,34538,25736,29.1,42.9,25899,43995,17710,16610,26702,27364,2749,3459,94594,46.5092923441233,27.37911495443685,63.4779713683276,36.51182950292831,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,1,0,Middle Belt,Q4 (highest),1.151049197343044,-0.0800199979191652,-0.09210695437624715,0.5695695695695696,NS,-0.61171758882631,0.12212212212212212,NS,-0.7488820397932808,0.06006006006006006,NS,0.17298900489295532,NS,0.6429179339592435,0.33752723441982957,0.6535012776141885,0.31270325421359146,-0.7901000067214212
