GEO_DISTRICT,GEO_REGION,MMDA,Region,Latitude,Longitude,Employed_Pop,Unemployed_Pop,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiterate_Pop,Uninsured_Pop,Male_0_14,Female_0_14,Male_15_64,Female_15_64,Male_65plus,Female_65plus,Total_Pop,Uninsurance_Rate_pct,Illiteracy_Rate_pct,Youth_Dep_Ratio,Employment_Rate_pct,Has_Geometry,NHIS_Coverage_Women_2019_pct,No_Insurance_Women_2022_pct,ANC_Skilled_pct,Home_Delivery_pct,Facility_Delivery_pct,Female_Literate_pct,Female_No_Edu_pct,Female_SecPlus_pct,High_Uninsurance,Catastrophic_Proxy,Ecological_Zone,Uninsurance_Quartile,Uninsurance_z,Spatial_Lag_Uninsurance,LISA_Ii,LISA_p,LISA_cluster,BV_Poverty_Ii,BV_Poverty_p,BV_Poverty_cluster,BV_Illiteracy_Ii,BV_Illiteracy_p,BV_Illiteracy_cluster,Gistar_z,Gistar_cluster,GWR_local_R2,GWR_beta_intercept,GWR_beta_Poverty_Incidence,GWR_beta_Illiteracy_Rate,GWR_beta_NHIS_Coverage_Women_2019
KWABRE EAST,ASHANTI,Kwabre East,Ashanti,6.7897864,-1.53792852576917,99847,89434,10.6,43.3,38251,72440,54194,53339,85713,93804,3777,5987,296814,24.40585686658985,12.887195347928332,59.90129068556181,33.63958573382657,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.485169122142677,-0.45431627081364045,0.22042022628578864,0.4174174174174174,NS,0.45098697456179015,0.01901901901901902,LL,0.41213273806118045,0.02902902902902903,LL,-1.227976126457145,NS,0.6671743486570487,0.0701497536359196,1.18447789115206,-0.4931704518876163,0.24429924021942956
AGOTIME ZIOPE,VOLTA,Agortime-Ziope,Volta,6.42618935,0.732357165932429,15226,10905,25.7,43.4,11971,10152,6706,6716,11021,12218,1064,1828,39553,25.66682678937122,30.265719414456555,57.75635784672318,38.49518367759715,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,0,0,Middle Belt,Q2,-0.39182516707865583,-0.001970168207553913,0.0007719614870978678,0.988988988988989,NS,-0.07676723016499487,0.6276276276276276,NS,0.03369302611835982,0.8388388388388388,NS,-0.16558968909086547,NS,0.6156933311989456,0.328804536287636,0.4091479333113588,0.7174538643395633,-0.5367000010091263
ADAKLU,VOLTA,Adaklu,Volta,6.4470511,0.6286474,12326,12465,33.2,43.6,11060,10446,7153,6705,10721,11393,1089,1588,38649,27.02786618023752,28.61652306657352,62.66618431762684,31.892157623741884,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,0,0,Middle Belt,Q2,-0.29107351753799204,-0.4106227967947335,0.1195214218443312,0.6386386386386387,NS,0.044583363749630484,0.7617617617617618,NS,0.10570927402143898,0.44844844844844844,NS,-0.8714721234728965,NS,0.6423960527897343,0.2805092742623165,0.4428802580354335,0.624256902746288,-0.5716600706670631
EJURA-SEKYEDUMASE,ASHANTI,Ejura Sekyedumase Municipal,Ashanti,7.38567515,-1.39945747215309,43982,38761,25.0,42.2,49399,46225,28117,26812,38155,39464,2279,2845,137672,33.57618106804579,35.88166075890523,70.7674667285072,31.946946365273988,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q3,0.19366890144404647,-0.14177845188912114,-0.027458077025803686,0.8198198198198198,NS,-0.012424009094038943,0.8508508508508509,NS,0.0030516186029872273,0.9619619619619619,NS,-0.3483713612319433,NS,0.8480791987135916,-0.4389240427806751,0.988337055723232,-0.157734162099616,1.4143012354333238
ATWIMA NWABIAGYA SOUTH,ASHANTI,Atwima Nwabiagya South Municipal,Ashanti,7.0689359,-2.0226618,54304,50942,12.5,43.0,22396,37941,28597,28050,47365,52189,2372,3320,161893,23.43584960436832,13.833828516365749,56.90077746750507,33.54314269301329,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.5569744147676299,-0.25701440302671075,0.14315044671265398,0.5245245245245245,NS,0.35316535994431697,0.08708708708708708,NS,0.3602348114091507,0.08808808808808809,NS,-0.8444885350606036,NS,0.6178131786071852,-0.5085990893675587,0.7301842359245236,-0.09295580656355182,1.1304848296713579
AKATSI SOUTH,VOLTA,Akatsi South Municipal,Volta,8.25846,0.508747,28601,32012,30.1,44.5,26836,28973,15952,15568,24603,29179,2342,4489,92133,31.44692998165695,29.127457045792493,58.60696887434458,31.04316585805304,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,1,0,Middle Belt,Q3,0.03604998116916669,0.27500661874472576,0.009913983427143567,0.928928928928929,NS,0.009064393891506154,0.5415415415415415,NS,0.004895122872012068,0.7297297297297297,NS,0.6447944082031326,NS,0.8463866867374903,-0.05479619041679007,1.959441814564738,-0.6883489008682788,-0.3454804807555755
ATWIMA MPONUA,ASHANTI,Atwima Mponua,Ashanti,6.5558963,-2.17659077213842,54588,42035,25.1,42.4,45371,37467,30112,28519,47076,43265,3047,3235,155254,24.132711556546045,29.223723704381204,64.89965796260833,35.16044675177451,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.5053888459331053,0.0703600182717946,-0.03555916843421447,0.7757757757757757,NS,0.009457019194284952,0.9519519519519519,NS,0.10245315296623869,0.5475475475475475,NS,0.04115144340472886,NS,0.3591288275127619,0.14721376376628711,0.3918293355365925,0.5014783739242277,0.05330432434130085
AKATSI NORTH,VOLTA,Akatsi North,Volta,6.3108306,0.876439062223793,10667,10630,39.3,44.4,11624,16744,5827,5631,8505,10014,913,1865,32755,51.1189131430316,35.48771179972523,61.8715913386252,32.56602045489238,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,1,0,Middle Belt,Q4 (highest),1.4922787770037444,0.055587853229047676,0.08295257363290691,0.7387387387387387,NS,0.00906145050884068,0.985985985985986,NS,0.1311142260904767,0.8838838838838838,NS,0.8343674845965946,NS,0.547185482937936,0.4269486643817382,0.2986261434076295,0.8928959486771303,-0.48807255180653736
HO MUNICIPAL,VOLTA,Ho Municipal,Volta,6.6126598,0.4688932,61676,68181,12.5,42.1,19028,24246,25031,25254,55464,63965,4215,6213,180142,13.459382043054925,10.56277825271175,42.10451397901682,34.23743491245795,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,0,0,Middle Belt,Q1 (lowest),-1.2954876202902672,-0.22881954788302922,0.2964328915628804,0.45345345345345345,NS,-0.12987736503740116,0.8568568568568569,NS,0.27339848828841573,0.7267267267267268,NS,-0.9967626926455705,NS,0.7109235006015681,0.17983583821684945,0.5055888834796878,0.5048586958932785,-0.6124784407278867
ADANSI SOUTH,ASHANTI,Adansi South,Ashanti,6.00427495,-1.39314032189093,29633,24270,35.0,43.2,23064,39272,16212,15085,24648,25348,1692,2215,85200,46.093896713615024,27.070422535211268,62.59900792063365,34.78051643192489,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q4 (highest),1.1202993195169109,0.7323724852028352,0.8204763968056451,0.06406406406406406,NS,0.2164371803921114,0.6396396396396397,NS,-0.14844747927866697,0.7547547547547547,NS,2.1088681512626537,Hot_95,0.6902304135425752,0.3965024921784951,1.192160397682804,-0.1679839176232922,-0.19924376815393519
HOHOE MUNICIPAL,VOLTA,Hohoe Municipal,Volta,7.153187,0.477735,37248,39037,18.8,42.8,18377,22140,19113,19074,33152,36705,2628,3800,114472,19.340974212034386,16.05370745684534,54.66452896631691,32.53896149276679,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,0,0,Middle Belt,Q1 (lowest),-0.8600996977019612,0.011730340212904672,-0.010089262071060466,0.91991991991992,NS,-0.15923959332111168,0.7017017017017017,NS,0.32732085109714515,0.45345345345345345,NS,-0.3665055791762991,NS,0.8284191231710606,0.06497000145701788,0.7332252041083207,0.16452330538759313,-0.8964375603808097
ADANSI ASOKWA,ASHANTI,Adansi Asokwa,Ashanti,6.2467263,-1.50841,23550,21838,32.4,43.3,20304,36029,13691,12765,20664,21335,1589,1800,71844,50.14893380101331,28.261232670786708,62.99197599942856,32.77935526975113,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q4 (highest),1.420475551186373,0.3685095927672919,0.5234588669035848,0.17017017017017017,NS,-0.0846701871597908,0.8778778778778779,NS,-0.47044138026508603,0.3963963963963964,NS,1.3887708795967186,NS,0.7048860405575459,0.4581441087914366,1.0550638998709898,-0.03377153753394941,-0.10256715601758006
HO WEST,VOLTA,Ho West,Volta,6.590707,0.46714,28395,28088,27.9,42.7,15702,25710,13846,12843,23357,25820,2929,4377,83172,30.911845332563843,18.87894964651565,54.271305691685136,34.14009522435435,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,1,0,Middle Belt,Q3,-0.0035599385743785763,-0.3430190282933756,0.0012211266705674441,0.986986986986987,NS,-0.00038966858780023635,0.7747747747747747,NS,0.0013486968582402882,0.2862862862862863,NS,-0.8619146502222497,NS,0.7048648578854516,0.1856952177358179,0.5002420360714551,0.5070330600136135,-0.6145700405792455
BOSOME FREHO,ASHANTI,Bosome Freho,Ashanti,6.3681227,-1.36632312680072,22887,15579,31.3,41.0,17772,30539,12446,11347,17554,17537,1427,1948,62259,49.05154274883953,28.545270563292053,67.803710353082,36.76095022406399,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q4 (highest),1.3392406071872145,0.014069890312235489,0.018842968444815762,0.8698698698698699,NS,-0.5207353774990028,0.2122122122122122,NS,-0.7134234760635644,0.0980980980980981,NS,0.47181877820912144,NS,0.6990835421794962,0.3317931215132444,1.2920912017953436,-0.3905300272584198,-0.05629633385854697
AFADZATO SOUTH,VOLTA,Afadzato South,Volta,7.0222497,0.561946,21981,25555,32.5,43.7,14099,21171,13038,12572,20683,21229,2360,3264,73146,28.94348289721926,19.27514833347005,61.10421836228288,30.05085718973013,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,0,0,Middle Belt,Q2,-0.1492689926882477,-0.6073520215368544,0.09065882446197718,0.6936936936936937,NS,0.019367249949569076,0.7837837837837838,NS,0.10305855306699195,0.11211211211211211,NS,-1.31343060129167,NS,0.8068134001653858,0.09151491651890002,0.6466429521496172,0.3316582792371398,-0.6891173329979533
AHAFO ANO SOUTH EAST,ASHANTI,Ahafo Ano South East,Ashanti,6.94633355,-1.90095355028736,20560,17723,31.8,42.5,20459,20524,12966,12219,17786,17591,1319,1587,63468,32.337555933698866,32.235142118863045,71.1903213952568,32.394277431146406,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q3,0.10197903097780803,-0.2694746989115967,-0.027480768668041212,0.8348348348348348,NS,-0.030974612278773503,0.4264264264264264,NS,-0.022588977371835607,0.5865865865865866,NS,-0.6395627316104088,NS,0.5531949469055668,-0.2960074044326445,0.9012965142006214,-0.27279909217751236,0.7509937102085149
NORTH DAYI,VOLTA,North Dayi,Volta,6.91384645,0.22267318926127,12527,14591,30.1,43.6,7589,8976,6244,5906,11277,11896,1554,2391,39268,22.858307018437404,19.326168890699808,52.4317093168774,31.90129367423857,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,0,0,Middle Belt,Q2,-0.5997273053915255,-0.11337531870543288,0.06799427438511468,0.7507507507507507,NS,-0.2570727550213447,0.40540540540540543,NS,0.14826823087698698,0.6166166166166166,NS,-0.47469802539406897,NS,0.8198148425355296,0.09259460512302002,0.5553388241394629,0.42679684240562205,-0.6365744851488144
BEKWAI MUNICIPAL,ASHANTI,Bekwai Municipal,Ashanti,6.43631235,-1.59282285301503,44017,45866,19.4,43.6,24658,38214,24713,23371,38899,43202,3004,4778,137967,27.69792776533519,17.872389774366333,58.56688712683159,31.904006030427567,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.24147185983031005,0.2764147349358839,-0.06674638012947007,0.7197197197197197,NS,0.07483967606390954,0.4774774774774775,NS,0.11913133446276446,0.21921921921921922,NS,0.5418954554185628,NS,0.673556194365032,0.4106062976181962,0.9892619803683826,-0.05753835107579207,-0.061667051805385585
KPANDO MUNICIPAL,VOLTA,Kpando Municipal,Volta,7.0000115,0.318327973849328,18561,21639,23.4,43.4,10992,11556,9306,9046,18573,18164,1415,2048,58552,19.73630277360295,18.77305642847384,49.95508615292484,31.70002732613745,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,0,0,Middle Belt,Q1 (lowest),-0.8308352951021076,0.05097019272948297,-0.04234783511781129,0.8258258258258259,NS,-0.3233959284653237,0.37737737737737737,NS,0.1909094217039304,0.5965965965965966,NS,-0.2374477566577535,NS,0.8261300403777037,0.0619755806123766,0.6272377307782481,0.3373386736122585,-0.6723699237225431
BOSOMTWE,ASHANTI,Bosomtwi,Ashanti,6.1777503,-0.1969922,52679,52871,16.1,43.8,22913,46767,30581,29049,47098,51530,2749,4173,165180,28.312749727569926,13.871534084029545,60.45950440037312,31.89187552972515,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.19595934396583545,-0.35104819605692306,0.06879117419970462,0.7037037037037037,NS,0.1858651709666832,0.012012012012012012,LL,0.18829628381264862,0.01001001001001001,LL,-0.9510216849651327,NS,0.6403700391409516,0.2682437731000512,0.5646505475770989,0.3392306904958928,-0.76446948905754
NORTH TONGU,VOLTA,North Tongu,Volta,6.14399495,0.297188924896433,33245,36059,38.4,45.4,34242,45575,21452,20654,29254,33512,2535,4003,111410,40.9074589354636,30.73512252042007,67.08409011248128,29.840229781886723,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,1,0,Middle Belt,Q4 (highest),0.7363705626451689,0.10613174519462265,0.07815229292347797,0.6566566566566566,NS,0.0657414128888318,0.8268268268268268,NS,-0.19592479656545564,0.5025025025025025,NS,0.5302232235215225,NS,0.6181148438518935,0.20829069269088432,0.5159323900888585,0.2668912204589361,-0.6489468391237653
CENTRAL TONGU,VOLTA,Central Tongu,Volta,6.16884364999999,0.611561745917151,24532,28243,36.0,44.4,29161,26329,15476,15033,21648,25244,2067,3816,83284,31.613515200999,35.01392824552135,65.06227074980806,29.45583785601076,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,1,0,Middle Belt,Q3,0.04838153876436751,0.05602502968708326,0.002710577145580459,0.973973973973974,NS,0.01330419676480438,0.5005005005005005,NS,-0.004297495503268868,0.8328328328328328,NS,0.14705261679301482,NS,0.5738701142918331,0.34958559913452014,0.36994414899482486,0.567922727213802,-0.5668640198963631
MAMPONG MUNICIPAL,ASHANTI,Mampong Municipal,Ashanti,7.056139,-1.40425,35620,41077,22.5,42.6,24107,34749,20344,19591,34298,36738,2323,3338,116632,29.79371013101036,20.66928458742026,56.21797398502167,30.54050346388641,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.08633047903191217,0.45868485476121545,-0.03959848323621879,0.8418418418418419,NS,-0.0015405589099589969,0.968968968968969,NS,0.013406539584681585,0.7577577577577578,NS,0.7880210307599443,NS,0.7733558272303301,-0.23645709184732566,1.1039907942108111,-0.3576136246189464,0.9256794866044906
AJUMAKO-ENYAN-ESSIAM,CENTRAL,Ajumako Enyan Essiam,Central,5.41243515,-0.984801059019988,38466,38589,29.6,43.5,29157,49126,22490,21041,31659,36846,3112,5438,120586,40.739389315509264,24.179423813709715,63.54426684183636,31.899225449057106,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q3,0.723929121521783,0.8909410951310357,0.644978204325866,0.0920920920920921,NS,0.024132371791114226,0.9359359359359359,NS,-0.08035627933134479,0.8058058058058059,NS,2.3211270982507686,Hot_95,0.47713404793991576,0.37627054402088395,0.08492286581855711,0.7201941573078959,-0.5392259301463188
GOMOA WEST,CENTRAL,Gomoa West,Central,5.38725545,-0.833638570821268,41686,40125,28.3,44.4,39425,65362,24256,23445,32103,40607,3061,6040,129512,50.46791030946939,30.44119463833467,65.60445605831386,32.18697881277411,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q4 (highest),1.4440879533015067,0.9578985452762059,1.383289749718407,0.008008008008008008,HH,-0.3795648556742489,0.5135135135135135,NS,-0.6100098872557941,0.2982982982982983,NS,2.7501654468654237,Hot_99,0.48300805952184844,0.3606616468196445,-0.10983117572045725,0.8577007770480773,-0.5964809294677605
AGONA WEST MUNICIPAL,CENTRAL,Agona West Municipal,Central,4.8901537,-1.9664135,47040,43603,21.0,43.7,26617,49785,23329,22597,39083,44191,2961,4408,136569,36.45410012521143,19.48978172205992,55.150467132598415,34.44412714452035,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q3,0.4067083580533033,0.7613755181046533,0.30965778683032663,0.3283283283283283,NS,-0.06204300589588299,0.7017017017017017,NS,-0.14639251824964164,0.37037037037037035,NS,1.9025247308125526,NS,0.6171961816049992,0.466292060953339,1.1464937309059569,-0.37065487012640097,-0.3484221617882372
AGONA EAST,CENTRAL,Agona East,Central,5.63553575,-0.654757357749996,32681,31928,25.9,43.6,22438,53181,17280,16748,27957,31096,2242,3314,98637,53.91587335381246,22.748056003325324,57.62281340490746,33.13259730121557,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q4 (highest),1.6993252128577503,0.931171725883016,1.582363591293275,0.004004004004004004,HH,-0.6222797377886286,0.4084084084084084,NS,-0.7826111255562682,0.3153153153153153,NS,2.619904809322277,Hot_99,0.5673778348568965,0.3101415340363844,0.2751886554154715,0.5392630226921217,-0.7007574634316887
ASSIN NORTH,CENTRAL,Assin North,Central,5.82545685,-1.37392719579152,29624,21458,31.9,42.0,22155,38011,15174,14283,23465,23635,1830,2152,80539,47.19576850966613,27.50841207365376,62.54140127388536,36.782180061833394,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q4 (highest),1.2018659529145097,0.42100358154073325,0.5059898707088749,0.15215215215215216,NS,0.12980011915669062,0.7777777777777778,NS,-0.41373456704044864,0.34034034034034033,NS,1.5473834611864046,NS,0.6528812219409841,0.3802345196788253,1.1278303115214647,-0.11384307876789006,-0.26584055775400367
ASSIN SOUTH,CENTRAL,Assin South,Central,5.52889644999999,-1.2709401638536,35793,29955,27.4,41.7,27205,38472,20688,19559,29056,31148,2339,3205,105995,36.29605170055192,25.66630501438747,66.85103979802007,33.76857398933912,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q3,0.3950087411292011,0.7536912935317966,0.2977146490580342,0.32232232232232233,NS,0.026384395696073412,0.8708708708708709,NS,-0.13399459898648658,0.4084084084084084,NS,1.8804189566486806,NS,0.546521976662027,0.41194188374141316,0.7678656595557624,0.1952039045577092,-0.3676009599832314
ASIKUMA-ODOBEN-BRAKWA,CENTRAL,Asikuma Odoben Brakwa,Central,5.62649825,-1.02551876426311,43495,36507,29.0,42.3,32209,46532,24263,22728,34621,38201,2939,4241,126993,36.64138968289591,25.36281527328278,64.52857652907088,34.24991928688983,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q3,0.42057256507411706,0.6420648983997119,0.2700348812640192,0.3053053053053053,NS,-0.03080208441972891,0.8378378378378378,NS,-0.14511774239320152,0.34034034034034033,NS,1.7616940818707139,NS,0.5278815052146314,0.28376479421241235,0.5063400816300626,0.3196872316482669,-0.5477884605084877
EFFUTU MUNICIPAL,CENTRAL,Effutu Municipal,Central,5.38339225,-0.597395635326539,27520,52842,21.7,44.2,20228,32581,14186,14268,39432,36492,1613,2825,108816,29.94136891633584,18.5891780620497,37.47695063484537,25.29039847081312,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,0,0,Southern Belt,Q2,-0.07539996056892802,0.9700365980314255,-0.07314072124198656,0.7627627627627628,NS,0.07279742259504472,0.07807807807807808,NS,0.07084494693125412,0.10710710710710711,NS,1.4256354981269745,NS,0.49787626939736707,0.36635721265807986,0.005437201761485609,0.7315474744851214,-0.6370872759656643
GOMOA EAST,CENTRAL,Gomoa East,Central,5.47699369999999,-0.589745989100534,101923,95607,14.4,43.7,43210,137369,55840,55327,93198,96950,3200,4182,308697,44.49962260728157,13.997544517763377,58.463407451038144,33.017165699699056,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q4 (highest),1.002282348729001,0.9975395269617809,0.9998162600332703,0.015015015015015015,HH,-0.5885490110217271,0.0890890890890891,NS,-0.6487906723710072,0.055055055055055056,NS,3.041541579783144,Hot_99,0.5264825950149902,0.34909718132128686,0.12308260863992684,0.644755272343768,-0.6648924447841112
ABURA-ASEBU-KWAMANKESE,CENTRAL,Abura Asebu Kwamankese,Central,5.2698722,-1.18890498156872,39299,40203,28.0,44.1,33503,44229,22987,21976,33681,37927,2976,4918,124465,35.53529104567549,26.917607359498653,62.790470338509664,31.574338167356288,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q3,0.3386930375582342,0.663830477692919,0.22483476091354837,0.42042042042042044,NS,-0.06006169393332499,0.7037037037037037,NS,-0.1613919866640948,0.2832832832832833,NS,1.5079354171768622,NS,0.5029412781151098,0.5601311761603869,0.33153140854833596,0.6372717827922817,-0.36661849857427997
JOMORO,WESTERN,Jomoro Municipal,Western,5.199616,-2.61473434715296,39912,40959,31.2,43.7,36331,40184,23402,22303,37306,38855,1941,2769,126576,31.74693464795854,28.70291366451776,60.011029266947645,31.53204398938188,True,48.8,10.8,95.2,13.7,85.3,65.4,9.7,76.9,1,0,Southern Belt,Q3,0.05825798279103213,-0.024742574922182656,-0.0014414525040223403,0.98998998998999,NS,0.018113725599763663,0.5945945945945946,NS,0.010370935793064388,0.7657657657657657,NS,-0.008031519956572095,NS,0.23925710938417788,0.1529417149042198,0.5473910443600362,0.04699600333702296,-0.6803607029962649
ELLEMBELLE,WESTERN,Ellembelle,Western,5.14952214999999,-2.42142536190491,35570,42516,33.3,42.8,31771,36622,21811,20996,37019,36768,1756,2543,120893,30.29290364206365,26.28026436600961,58.01428435903343,29.42271264672065,True,48.8,10.8,95.2,13.7,85.3,65.4,9.7,76.9,1,0,Southern Belt,Q3,-0.04937741946866029,0.5895282162972788,-0.02910938202472183,0.8588588588588588,NS,-0.01978882793066711,0.45345345345345345,NS,-0.009258122191205934,0.7027027027027027,NS,1.0405643920324366,NS,0.3036496945172512,0.2804909433375103,0.662990447833338,-0.05810156906070278,-0.5643850645982437
DORMAA MUNICIPAL,BONO,Dormaa Central Municipal,Bono,7.23948645,-2.85657511014467,39452,35163,15.8,41.7,24994,19538,19428,18659,33320,35322,2360,3613,112702,17.335983389824495,22.177068729924933,55.48643687538242,35.00558996291104,True,49.66898148148148,9.783796296296297,98.6,9.3,89.7,61.5,11.8,77.4,0,0,Middle Belt,Q1 (lowest),-1.0085201872242826,-1.2206531246441503,1.231053317802024,0.012012012012012012,LL,0.4962907297417908,0.23123123123123124,NS,0.20845421551708732,0.6496496496496497,NS,-3.1864912455548304,Cold_99,0.608798032227589,-0.4870360769487004,0.5325990709807228,0.7236104855627113,0.9859682728404731
DORMAA WEST,BONO,Dormaa West,Bono,6.97538415,-2.9463116043167,17716,12431,23.2,40.8,14423,9745,9360,8406,15341,13222,821,763,47913,20.33894767599608,30.102477406966795,62.199348807898325,36.97535115730595,True,49.66898148148148,9.783796296296297,98.6,9.3,89.7,61.5,11.8,77.4,0,0,Middle Belt,Q2,-0.7862241924324533,-0.4298073872541819,0.3379249659454219,0.3793793793793794,NS,0.1550130505503617,0.7297297297297297,NS,-0.0719359371549756,0.8778778778778779,NS,-1.0438864411629665,NS,0.6877383918602176,-0.35554531502273995,0.6147717984966526,0.8890887008830382,0.7190628676660974
NADOWLI-KALEO,UPPER WEST,Nadowli Kaleo,Upper West,10.2868347,-2.6394776056347,16572,32214,40.6,47.2,34105,9882,14459,13812,20639,22624,1895,3628,77057,12.824272940810047,44.25944430746071,65.34683216605414,21.50615777930623,True,49.6,6.7,98.4,6.9,92.8,51.0,34.6,47.2,0,0,Northern Belt,Q1 (lowest),-1.3425019022565907,-0.8022417214516666,1.0770110371184645,0.06306306306306306,NS,-1.4189421555946908,0.03303303303303303,LH,-1.6525284621505425,0.007007007007007007,LH,-2.051381140738597,Cold_95,0.4779943162741589,-2.0447759375140655,-0.04363765295489958,0.8458405492337948,0.46953063680446355
PRESTEA/HUNI VALLEY,WESTERN,Prestea/Huni Valley Municipal,Western,5.44481979999999,-2.04050432321944,73612,73038,29.5,43.8,59020,112064,41865,40786,72937,67695,2942,3076,229301,48.87200666373021,25.7390940292454,58.77111894874566,32.102781932917864,True,48.8,10.8,95.2,13.7,85.3,65.4,9.7,76.9,1,0,Southern Belt,Q4 (highest),1.3259503550106602,1.0130833521229219,1.3432982304027778,0.011011011011011011,HH,0.5930152013379523,0.2732732732732733,NS,0.04919660636382921,0.9359359359359359,NS,2.8316099065636364,Hot_99,0.42814303940686005,0.4636104673644511,0.8101666741904918,-0.11709755612852571,-0.3530509286148959
AHANTA WEST MUNICIPAL,WESTERN,Ahanta West Municipal,Western,4.8514282,-1.98665461803006,49812,47885,27.2,44.7,38266,70901,27867,27576,45127,47048,2225,3297,153140,46.2981585477341,24.98759305210918,60.14971521562246,32.52709938618258,True,48.8,10.8,95.2,13.7,85.3,65.4,9.7,76.9,1,0,Southern Belt,Q4 (highest),1.1354199081374936,0.2150155574016533,0.24413294443311717,0.3933933933933934,NS,-0.5187777199789811,0.3003003003003003,NS,-0.7403085890628224,0.14614614614614616,NS,0.9112708156823776,NS,0.6160117718275924,0.4866971265918189,1.1008274939952256,-0.3079050136608117,-0.347993177308098
DAFFIAMA BUSSIE ISSA,UPPER WEST,Daffiama Bussie Issa,Upper West,10.36748405,-2.26222672458466,10070,13695,38.7,44.4,21566,10188,7768,7221,10310,10968,845,1642,38754,26.28889921040409,55.64844919234143,70.44365071905254,25.984414512050368,True,49.6,6.7,98.4,6.9,92.8,51.0,34.6,47.2,0,0,Northern Belt,Q2,-0.34577593222666275,-1.1009580902550122,0.38068481000041315,0.23123123123123124,NS,-0.22063242221265617,0.13513513513513514,NS,-0.3923998373828758,0.004004004004004004,LH,-2.658401940221825,Cold_99,0.4917019014501365,-2.074018603358351,-0.09914811261516639,0.9183207673169916,0.3711152481915791
NZEMA EAST,WESTERN,Nzema East Municipal,Western,5.08576495,-2.22263416898707,32893,27539,38.2,43.0,32560,46450,17234,16955,30240,27556,1116,1520,94621,49.09058242884772,34.410965853246104,59.15461277597066,34.76289618583613,True,48.8,10.8,95.2,13.7,85.3,65.4,9.7,76.9,1,0,Southern Belt,Q4 (highest),1.34213053982602,0.6820614704974608,0.915415529593286,0.056056056056056056,NS,0.15717310793836267,0.8068068068068068,NS,-0.2953649669898948,0.6416416416416416,NS,1.9591777676112603,NS,0.4250319057795908,0.38410421914786624,0.8304433913347699,-0.16506757707003267,-0.469856906579517
